year,region,inputProduceFiberMT,inputProduceResinMT,inputImportResinMT,inputImportArticlesMT,inputImportGoodsMT,inputImportFiberMT,inputAdditivesMT,consumptionAgricultureMT,consumptionConstructionMT,consumptionElectronicMT,consumptionHouseholdLeisureSportsMT,consumptionPackagingMT,consumptionTransporationMT,consumptionTextitleMT,consumptionOtherMT,eolRecyclingPercent,eolIncinerationPercent,eolLandfillPercent,eolMismanagedPercent
2038,nafta,5.968771606632799,154.91201141208876,0,27.644514477462508,5.155316892269184,12.166331917454954,10.82308347995604,0.0,0.0,1.237276056605424,0.8557826044659578,2.3869117224558067,0.6701911966370062,18.135103509237524,0.005155316891075401,0.0,0.14965829389648955,0.8321562885293301,0.018185417574180386
2039,nafta,6.255034919078753,161.8473876627977,0,29.30415452242596,5.02970298407854,12.621639091856196,11.134015517391163,0.0,0.0,1.207128716281204,0.8349306961704315,2.3287524796805883,0.6538613878922206,18.876674010956776,0.005029702981124373,0.0,0.14750929683480532,0.8348119214796158,0.01767878168557886
2040,nafta,6.5543779680847365,169.01480372843798,0,31.02003489321214,4.892743495611285,13.089015118373936,11.451014414009478,0.0,0.0,1.1742584376202103,0.8121954203709265,2.2653402378409737,0.6360566541791286,19.643393086378637,0.00489274349595803,0.0,0.145298638454579,0.8375130104453088,0.017188351100112267
2041,nafta,6.866808621092787,176.41418572346447,0,32.79211885892437,4.744360638622311,13.568473884253763,11.774087000310828,0.0,0.0,1.1386465532109469,0.7875638665166207,2.1966389796907606,0.6167668830732964,20.435282490383543,0.004744360643149648,0.0,0.14303221654287787,0.8402534847843118,0.016714298672810355
2042,nafta,7.192334165440116,184.04547016927972,0,34.6203739381308,4.584484834618706,14.060027928961063,12.103239417449004,0.0,0.0,1.1002763609517388,0.7610244818392857,2.1226164768158924,0.5959830281731229,21.25236207954731,0.004584484830175484,0.0,0.14071580010259432,0.843027464072615,0.016256735824790716
2043,nafta,7.530960858024628,191.90859570272733,0,36.504770674728206,4.413053766971643,14.563688448015455,12.438477073670583,0.0,0.0,1.0591329034537011,0.7325669236715839,2.0432438917296167,0.5736969890742785,22.094649320941244,0.004413053759593666,0.0,0.13835501079646453,0.84582927321409,0.015815715989445485
2044,nafta,7.88269476721689,200.00351267360384,0,38.44528445051401,4.230011250856478,15.079465885351965,12.77980498306897,0.0,0.0,1.015202702132683,0.7021818693842761,1.95849520900083,0.5499014635138337,22.962160622839292,0.004230011269450884,0.0,0.13595529856338173,0.8486534630599543,0.01539123837666406
2045,nafta,8.24754098770427,208.33016941335518,0,40.44189146172721,4.035306836114614,15.6073694847546,13.127227466111435,0.0,0.0,0.9684736388530837,0.669860934436656,1.868347064979389,0.5245898886978466,23.854910457601363,0.004035306827331553,0.0,0.13352193024185888,0.8514948180699774,0.014983251688163718
2046,nafta,8.625504444324179,216.88852503505768,0,42.4945715519716,3.828894731201217,16.147407823675167,13.480748580670479,0.0,0.0,0.9189347351975812,0.6355965280963574,1.772778260226005,0.49775631426177824,24.77291226790112,0.0038288947377438376,0.0,0.13105997544619796,0.8543483665899987,0.014591657963803397
2047,nafta,9.016589482944255,225.67853779986035,0,44.60330585108022,3.6107336009172286,16.69958865442095,13.840371891481482,0.0,0.0,0.866576063165212,0.5993817771777685,1.6717696565410733,0.46939536771856183,25.716178152200882,0.003610733606215888,0.0,0.12857429377457255,0.8572093897962632,0.01421631642916432
2048,china,120.41742375269678,346.6080522959528,162.461804215156,0,50.41272231467883,73.84034580329899,11.767642022237851,0.0,0.0,12.09905337337841,8.368511959095486,23.34109046503727,6.553653906845284,194.2577695568325,0.050412722482064964,0.0,0.0,0.5947248816750396,0.40527511832496044
2049,china,122.49193916747026,356.11308706374257,169.884615420131,0,54.27635601654765,79.7498326994828,12.073208889611124,0.0,0.0,13.026325434402679,9.009875090130663,25.129952851100825,7.055926286946487,202.2417719871155,0.054276355968852386,0.0,0.0,0.5887895319388236,0.41121046806117645
2050,china,124.54775267542573,365.72000509296777,177.48639139375882,0,58.25965558135067,85.84633099939674,12.383751451990975,0.0,0.0,13.98231734309229,9.671102838707156,26.974220598116517,7.57375522381335,210.39408382441616,0.058259655619593786,0.0,0.0,0.5831431643706142,0.4168568356293858
2021,china,57.505406820539065,127.57107942373841,30.35517913766671,0,0,0,5.3766821242898,0.0,0.0,0,0,0,0,42.6928413323476,0,0.2555380626028608,0.31440964279328726,0.3987368738736775,0.031315420730174424
2022,china,60.05841395067182,134.4615618234966,32.84506161941681,0,0,0,5.551195054515119,0.0,0.0,0,0,0,0,46.073645614204,0,0.2370350519113502,0.2837068320026581,0.4407250787811784,0.03853303730481334
2023,china,62.59669121328625,141.4346586597676,35.52867153426632,0,0,0,5.730200689105914,0.0,0.0,0,0,0,0,49.6314221949433,0,0.21618372524718815,0.24915385863866604,0.48499913011077644,0.04966328600336934
2024,china,65.1196205548149,148.49321971979225,38.403729054378346,0,0,0,5.913773485872298,0.0,0.0,0,0,0,0,53.36484615836525,0,0.1929814443505142,0.21075637684473592,0.5315610250880426,0.06470115371670726
2025,china,67.62668886235406,155.6396076461242,41.468360443541314,0,0,0,6.1019749054648855,0.0,0.0,0,0,0,0,57.27281731727999,0,0.1674259864205875,0.16851894557393715,0.5804124446184138,0.08364262338706151
2026,china,70.11746937587668,162.87579488012125,44.721012181486,0,0,0,6.294855861182441,0.0,0.0,0,0,0,0,61.35441752237966,0,0.13951560637544488,0.12244535680211732,0.6315547263459266,0.10648431047651119
2027,china,72.59160591391628,170.20343939677696,48.16039004607592,0,0,0,6.492458896958851,0.0,0.0,0,0,0,0,65.60888035118114,0,0.10924888395333274,0.07253871587797926,0.6849889667081042,0.13322343346058388
2028,china,75.04880002547361,177.62394423250225,51.785408546507824,0,0,0,6.694819727272261,0.0,0.0,0,0,0,0,70.03556136228144,0,0.0766246728192927,0.018801533597868913,0.7407161001840608,0.16385769339877765
2029,china,77.48880049058789,185.13850267566158,55.595147660700604,0,0,0,6.90196844057391,0.0,0.0,0,0,0,0,74.63391422416316,0,0.040088104014235126,0.0,0.7689300217092312,0.1909818742765337
2030,china,79.91139495660173,192.74813695278135,59.58882797230035,0,1.2918511820898857,0,7.113930666348097,0.0,0.0,0.310044273166568,0.21444731309748022,0.5981271110504167,0.16794064430723665,79.40347672562348,0.0012918510464885458,0.003908901176702374,0.0,0.780845309339087,0.21524578948421055
2031,china,82.3164026170125,200.45372729856172,63.765784582006745,0,3.0085581008752342,2.0274525277200155,7.330728276723676,0.0,0.0,0.7220539277695934,0.49942062410264043,1.39296238393581,0.39111254667295725,84.34385493950685,0.0030085580247316557,0.0,0.0,0.7675558766815538,0.23244412331844622
2032,china,84.70366953792836,208.2560344596859,68.12544482783414,0,4.843830636847997,4.751040990930051,7.552379997996468,0.0,0.0,1.1625193317013327,0.8040758725037449,2.2426935299590696,0.6296979639773781,89.45471026469022,0.004843830525629755,0.0,0.0,0.7520264761819228,0.2479735238180772
2033,china,87.07306339327624,216.15571988205193,72.66731450590305,0,6.797819512779824,7.662688725744374,7.778902028436278,0.0,0.0,1.6314766830182634,1.128438039100729,3.1473904490994755,0.8837165366348927,94.73575170815457,0.0067978195126841,0.0,0.0,0.7373312903683682,0.26266870963163175
2034,china,89.42447075391829,224.15336015672074,77.39096151705598,0,8.870652841520496,10.762253844528459,8.01030832883589,0.0,0.0,2.1289567007988808,1.4725283357256558,4.107112179408432,1.1531848599770456,100.1867248035851,0.008870652728489858,0.0,0.0,0.7234573185531279,0.2765426814468721
2035,china,91.75779263184086,232.24946386259398,82.29601864382857,0,11.062445757648675,14.049621992802713,8.246611184449648,0.0,0.0,2.6549869736190885,1.836365997151006,5.121912375820102,1.4381179525953485,105.8074146247236,0.011062445822830114,0.0,0.0,0.7103770870469154,0.2896229129530846
2036,china,94.07294378101142,240.44447481635143,87.38215414376464,0,13.373293422831921,17.524683138006367,8.487821185895882,0.0,0.0,3.20959044846677,2.2199667119057267,6.191834887256846,1.73852816087674,111.59762703749584,0.013373293405180675,0.0,0.0,0.6980545357642159,0.30194546423578406
2037,china,96.36984959449182,248.73878835569485,92.64908292947803,0,15.803282168490114,21.187346268910915,8.733947695758616,0.0,0.0,3.792787690887053,2.623344828149129,7.3169195937225595,2.054426681876066,117.55719612940447,0.015803282122220708,0.0,0.0,0.6864489592543296,0.3135510407456705
2038,china,98.64844474699566,257.13275299037923,98.09655070590088,0,18.35248580283951,25.037528996996116,8.984998959396762,0.0,0.0,4.404596616288472,3.0465126113776932,8.497200928570237,2.3858231573140074,123.68597386253532,0.018352485885884562,0.0,0.0,0.6755177646283514,0.3244822353716485
2039,china,100.90867185973912,265.6266807716747,103.72433567442931,0,21.02097120639519,29.075160941982176,9.240982278259253,0.0,0.0,5.045033097740088,3.4894811951671727,9.7327096517256,2.7327262526778213,129.98383250669576,0.02102097116380719,0.0,0.0,0.665218174704973,0.334781825295027
2040,china,103.15048039704561,274.2208485516312,109.53223742678529,0,23.8087956198724,33.30017568997573,9.501904096016005,0.0,0.0,5.71411092155904,3.952260045487492,11.02347235706111,3.0951434146263637,136.45065632258775,0.023808795660528403,0.0,0.0,0.6555084282317242,0.3444915717682759
2041,china,105.3738257083096,282.91550494745024,115.52007814124227,0,26.716009981610114,37.712516779778525,9.767770123427908,0.0,0.0,6.411842410954705,4.434857661872229,12.369512690231204,3.4730813195128576,143.08634254761273,0.02671601003783053,0.0,0.0,0.6463484425924495,0.35365155740755044
2042,china,107.57866800901684,291.71087367550354,121.68770102277631,0,29.74266102310503,42.312134085805155,10.038585550744756,0.0,0.0,7.138238638442999,4.937281723454362,13.770852009634837,3.8665459365765855,149.8908019460505,0.029742660900950568,0.0,0.0,0.6377002373607917,0.3622997626392082
2043,china,109.76497225429193,300.60715514284675,128.03496148675913,0,32.88878738990752,47.098979090864304,10.314354908538007,0.0,0.0,7.893309015133127,5.459538735194656,15.227508584648604,4.275542384439177,156.8639515535324,0.03288878754744928,0.0,0.0,0.6295281561746722,0.3704718438253278
2044,china,111.93270656223467,309.6045318655961,134.56173536903225,0,36.154427965695504,52.07301454158733,10.595082378762527,0.0,0.0,8.677062704657146,6.001635041859117,16.739500210795086,4.70007565396736,164.00572101469152,0.036154427982353354,0.0,0.0,0.6217988989958885,0.3782011010041116
2045,china,114.08184296964464,318.703167048865,141.2679049578146,0,39.53961361639085,57.23419982515043,10.88077161606816,0.0,0.0,9.489507256061188,6.563575825857697,18.30684103362728,5.140149761249631,171.3160429734853,0.03953961355139768,0.0,0.0,0.614481525782621,0.38551847421737895
2046,china,116.2123560833279,327.9032106581144,148.15336827281862,0,43.044374263699865,62.58250364707783,11.171426005827016,0.0,0.0,10.33064981613279,7.145366133227071,19.92954524567176,5.5957686429719615,178.79485996812582,0.04304437418713292,0.0,0.0,0.6075473865984311,0.3924526134015689
2047,china,118.32422320768819,337.2047977578186,155.21802953106817,0,46.668735801940784,68.11789484927431,11.467048553417044,0.0,0.0,11.20049660193763,7.747010127844987,21.60762469364272,6.066935649480001,186.4421180865611,0.04666873587237319,0.0,0.0,0.6009699865804737,0.39903001341952626
2048,row,70.22654924655217,268.45322145253886,0,60.9117977070855,0,0,30.36360887844421,0.0,0.0,0,0,0,0,0,0,0.2836944789754933,0.08092756205945976,0.3645218875264846,0.2708560714385623
2049,row,73.4447381318023,275.0134717647452,0,63.7310388268088,0,0,31.155051649362576,0.0,0.0,0,0,0,0,0,0,0.28887388501077477,0.08044596562791595,0.3625129681394534,0.2681671812218559
2050,row,76.7523404743697,281.6829424216121,0,66.61379193878383,0,0,31.959443048046523,0.0,0.0,0,0,0,0,0,0,0.29411654565856366,0.07991002119407471,0.3602650840380412,0.26570834910932045
2021,row,16.649948125035735,132.11109892319655,0,9.120670385920675,0.6835354644572362,5.1024383385665715,13.834415617227933,0.0,0.0,0.16404846966906916,0.11346689012862043,0.3164769278955646,0.0888596022487036,21.752386347478023,0.0006835354716372422,0.16759168606867697,0.07343547779857768,0.32863141145805136,0.43034142467469394
2022,row,17.527417380100815,135.79946240913705,0,10.176362100668484,0,4.179748618218582,14.28464397002972,0.0,0.0,0,0,0,0,21.707165765372338,0,0.17107953372493703,0.07441670549986788,0.33305648517605574,0.42144727559913936
2023,row,18.48367155189044,139.5856656593969,0,11.302622300834628,0,3.071045174554456,14.746588471454743,0.0,0.0,0,0,0,0,21.554716609825846,0,0.1746296754642008,0.07534387014611457,0.3372435976312745,0.41278285675841014
2024,row,19.52031974910642,143.47147360965027,0,12.498380947217811,0,1.7773280210676603,15.220439033477305,0.0,0.0,0,0,0,0,21.29764788635657,0,0.17824211183873107,0.07621696016451784,0.34119273020121504,0.40434819779553605
2025,row,20.638695253699552,147.45834153718897,0,13.762752868206007,0,0.2994261797866784,15.706352442473872,0.0,0.0,0,0,0,0,20.93812143310788,0,0.18191685146781747,0.07703596470644733,0.34490386129811174,0.39614332252762346
2026,row,21.839906354201958,151.54747456955374,0,15.095001097564818,0,0,16.204458566986432,0.0,0.0,0,0,0,0,20.477938736177748,0,0.18565390616854968,0.0778008752475062,0.34837697690913155,0.38816824167481256
2027,row,23.12488182054949,155.73987886065152,0,16.494509303418454,0,0,16.714865875372197,0.0,0.0,0,0,0,0,19.918607299332507,0,0.1894532929761398,0.07851168435116833,0.3516120624194241,0.3804229602532678
2028,row,24.49440398029401,160.0363978514215,0,17.960758527449798,0,0,17.23766555250768,0.0,0.0,0,0,0,0,19.26139510111534,0,0.19331503263033178,0.07916838468623351,0.35460910227971554,0.3729074804037192
2029,row,25.949135057162493,164.4377420761448,0,19.493308129749494,0,0,17.77293437713888,0.0,0.0,0,0,0,0,18.50737749543623,0,0.1972391483124993,0.07977096979778009,0.35736808268849624,0.3656217992012244
2030,row,27.489639411243843,168.944514996605,0,21.091784031392308,0,0,18.320737705464126,0.0,0.0,0,0,0,0,17.657467180804815,0,0.2012256664556412,0.08031943320177981,0.3598889872323827,0.35856591311019625
2031,row,29.11640083580278,173.55723140880582,0,22.755865358165465,0,0,18.881131370948424,0.0,0.0,0,0,0,0,16.712444723467343,0,0.2052746155122923,0.08081376784732631,0.362171797820938,0.35173981881944333
2032,row,30.82983497233363,178.27633206901373,0,24.485276281862753,0,0,19.454163206366502,0.0,0.0,0,0,0,0,15.672981117473682,0,0.20938602595114197,0.08125396742514455,0.36421649530693595,0.3451435113167775
2033,row,32.63030218007043,183.10219718472217,0,26.279778202762827,0,0,20.03987455359311,0.0,0.0,0,0,0,0,14.539655236905674,0,0.21355993048359673,0.08164002486554599,0.36602305788758316,0.33877698676327417
2034,row,34.51811352960067,188.03515377396252,0,28.139162412378937,0,0,20.638300942282513,0.0,0.0,0,0,0,0,13.312971225997899,0,0.21779636358705523,0.0819719327393345,0.36759146071304416,0.33264024296056616
2035,row,36.49354387924541,193.07549003217719,0,30.063250076811528,0,0,21.249473899391887,0.0,0.0,0,0,0,0,11.993363414221676,0,0.22209536088251494,0.0822496830236743,0.368921676872097,0.3267332792217138
2036,row,38.55683078660513,198.2234531925933,0,32.051881287188735,0,0,21.873420327297936,0.0,0.0,0,0,0,0,10.581216926831985,0,0.22645695950680508,0.08247326812765464,0.3700136789492717,0.3210560934162686
2037,row,40.708184933813754,203.47926276331418,0,34.10491676849779,0,0,22.510164242401515,0.0,0.0,0,0,0,0,9.076866013347171,0,0.2308811990991327,0.0826426785389976,0.3708674311039348,0.31560869125793495
2038,row,42.947791620506905,208.84311042688205,0,36.2222332667443,0,0,23.159726635207335,0.0,0.0,0,0,0,0,7.480607482109917,0,0.23536811906521474,0.08275790556322786,0.3714829007912431,0.31039107458031434
2039,row,45.27581634387025,214.31516687991098,0,38.403722507180646,0,0,23.82212617492769,0.0,0.0,0,0,0,0,5.792702007805929,0,0.2399177614350343,0.08281893874114023,0.3718600469730261,0.3054032528507994
2040,row,47.692404438741505,219.8955815519439,0,40.64928720539319,0,0,24.497379276479478,0.0,0.0,0,0,0,0,4.013382247503614,0,0.2445301685200034,0.08282576804460207,0.371998830309426,0.3006452331259686
2041,row,50.19768631379702,225.58448843986844,0,42.958840453997254,0,0,25.18550063330622,0.0,0.0,0,0,0,0,2.1428549072006717,0,0.2492053843476153,0.08277838213160768,0.37189920441645513,0.2961170291043219
2042,row,52.79177929699654,231.38200688330107,0,45.33230565174017,0,0,25.88650338680236,0.0,0.0,0,0,0,0,0.1813040263368748,0,0.25394345472212293,0.08267676838593321,0.3715611194900829,0.29181865740186097
2043,row,55.474786848411895,237.2882425552525,0,47.769612570205936,0,0,26.6003991349462,0.0,0.0,0,0,0,0,0,0,0.2587444249799005,0.08252091536872307,0.370984527209232,0.2877501324421444
2044,row,58.246804402646376,243.3032922014827,0,50.27069977985229,0,0,27.32719860287034,0.0,0.0,0,0,0,0,0,0,0.2636083429314101,0.08231080905143276,0.3701693705935013,0.28391147742365586
2045,row,61.1079159922665,249.42724087790702,0,52.83551015195553,0,0,28.06691111481996,0.0,0.0,0,0,0,0,0,0,0.2685352574597328,0.08204643558911413,0.3691155912824526,0.28030271566870046
2046,row,64.05819896582398,255.6601665931812,0,55.46399353654124,0,0,28.81954531678275,0.0,0.0,0,0,0,0,0,0,0.27352521729077595,0.08172778065935915,0.3678231298765462,0.2769238721733187
2047,row,67.0977220851928,262.00213886631536,0,58.15610334154917,0,0,29.585108895425947,0.0,0.0,0,0,0,0,0,0,0.2785782739034389,0.08135482819111535,0.3662919177557353,0.2737749801497104
